country_date_id,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support
95292,1,1,2,,
125376,1,1,2,0.00,0.00
114341,1,0,1,,
21035,0,,0,,
49712,2,0,2,0.00,0.00
6997,1,1,1,,
5401,0,,2,0.00,0.00
124945,0,,2,0.00,0.00
15691,0,,0,,
7276,1,1,1,,
42274,1,1,1,0.00,0.00
89204,1,1,0,,
1795,0,,0,,
1927,0,,0,,
129579,0,,0,0.00,0.00
63704,0,,1,0.00,0.00
8769,2,1,2,0.00,0.00
133883,1,1,2,0.00,0.00
118227,2,0,0,,
37449,0,,0,0.00,0.00
1457,0,,0,0.00,0.00
102062,0,,0,0.00,0.00
46474,2,0,0,0.00,0.00
27771,2,0,2,0.00,0.00
4519,2,1,2,0.00,0.00
15949,0,,0,0.00,0.00
17873,0,,0,,
17078,0,,0,0.00,0.00
79672,0,,0,,
25816,1,0,1,0.00,0.00
132077,2,0,0,,
69606,1,1,1,0.00,0.00
108135,0,,0,0.00,0.00
137100,1,1,0,,
139631,0,,0,0.00,0.00
31033,2,0,1,0.00,0.00
47584,1,0,0,0.00,0.00
61518,2,1,0,0.00,0.00
18808,0,,0,,
25064,0,,0,,
7026,1,1,1,,
98232,1,1,1,,
97580,1,1,0,,
23229,1,1,2,,
68376,0,,0,,
109003,0,,0,,
73521,0,,0,0.00,0.00
149034,0,,0,0.00,0.00
106718,0,,0,,
102040,0,,0,0.00,0.00
28242,1,1,2,,
18135,1,1,2,0.00,0.00
150803,0,,0,,
24000,0,,0,,
150188,1,0,2,0.00,0.00
145707,0,,0,,
123423,2,1,2,,
90969,1,1,0,,
148002,0,,0,0.00,0.00
95178,1,1,2,,
43491,0,,2,0.00,0.00
76821,2,0,2,0.00,0.00
57052,0,,2,0.00,0.00
12497,0,,0,,
4556,2,1,2,0.00,0.00
12853,0,,0,0.00,0.00
125106,1,1,2,0.00,0.00
144680,0,,0,,
73885,1,0,0,0.00,0.00
121346,0,,0,,
3736,1,1,1,0.00,0.00
70150,2,0,2,,
118740,0,,0,0.00,0.00
93442,0,,0,0.00,0.00
63471,2,0,2,0.00,0.00
6340,0,,0,,
52475,0,,0,,
22889,2,0,2,,
139918,0,,2,0.00,0.00
111269,0,,0,0.00,0.00
84835,1,0,1,,
62158,1,1,2,0.00,0.00
122968,2,1,1,0.00,0.00
100412,2,0,2,,
132156,2,0,0,,
100725,0,,0,,
84738,1,0,1,,
118717,0,,0,0.00,0.00
36972,0,,0,,
146706,2,1,0,,
51200,0,,0,,
96095,1,0,0,0.00,0.00
65212,0,,0,,
15461,0,,2,,
7573,1,1,2,0.00,0.00
118987,1,1,2,0.00,0.00
96372,0,,0,,
43858,2,1,0,,
8839,2,1,2,0.00,0.00
131338,2,0,0,0.00,0.00
73713,1,0,0,0.00,0.00
57608,2,1,1,,
80002,2,0,1,0.00,0.00
34991,0,,0,0.00,0.00
136633,1,0,2,0.00,0.00
44734,2,1,2,,
3445,1,1,1,0.00,0.00
87494,2,1,1,0.00,0.00
26633,1,0,2,0.00,0.00
151260,2,0,1,0.00,0.00
79080,1,1,1,0.00,0.00
112359,0,,0,0.00,0.00
79309,1,1,1,0.00,0.00
153904,0,,0,0.00,0.00
154558,2,1,2,0.00,0.00
93870,0,,1,0.00,0.00
34519,1,0,2,,
33185,2,1,2,0.00,0.00
106523,0,,0,0.00,0.00
43118,0,,0,0.00,0.00
54927,0,,1,0.00,0.00
41455,1,1,2,0.00,0.00
9401,2,1,2,,
144753,0,,0,,
96584,0,,0,0.00,0.00
148650,2,0,1,,
72999,0,,2,0.00,0.00
80524,2,0,2,,
65928,0,,0,,
29076,1,1,0,0.00,0.00
8034,0,,0,,
139123,0,,0,0.00,0.00
142232,1,1,0,,
112173,0,,0,,
92737,0,,1,0.00,0.00
28286,1,0,2,,
151009,0,,0,,
42576,0,,1,0.00,0.00
62192,1,1,2,0.00,0.00
31092,2,0,1,0.00,0.00
26876,0,,2,0.00,0.00
53554,1,1,2,,
153437,1,1,2,0.00,0.00
30820,2,0,1,0.00,0.00
61962,0,,0,,
122786,0,,0,0.00,0.00
97902,1,1,1,0.00,0.00
42807,0,,1,,
38280,0,,0,0.00,0.00
38315,0,,0,0.00,0.00
153299,1,0,2,0.00,0.00
72685,1,0,2,0.00,0.00
50975,0,,0,0.00,0.00
144033,1,1,2,0.00,0.00
15243,0,,2,0.00,0.00
142718,0,,0,0.00,0.00
89861,0,,0,,
67785,0,,0,0.00,0.00
45141,0,,0,0.00,0.00
150672,0,,0,,
67202,0,,0,,
144916,0,,2,0.00,0.00
139977,0,,2,0.00,0.00
55935,2,0,2,0.00,0.00
3352,1,1,2,0.00,0.00
109648,2,1,1,0.00,0.00
35472,1,1,2,0.00,0.00
125752,1,1,2,,
44096,2,1,0,,
29545,0,,0,,
70204,2,0,2,,
81675,1,0,1,,
120934,0,,0,0.00,0.00
106841,0,,0,0.00,0.00
100848,0,,2,0.00,0.00
25394,0,,0,,
57728,2,1,1,,
23378,1,1,1,0.00,0.00
82248,0,,2,0.00,0.00
76301,1,1,2,,
17582,0,,1,,
122568,0,,0,,
60865,0,,0,,
114313,,,0,,
52765,0,,0,0.00,0.00
78763,0,,0,0.00,0.00
135361,0,,0,,
14840,0,,0,0.00,0.00
90435,1,0,1,0.00,0.00
15599,0,,0,,
141224,2,1,2,,
104193,0,,0,,
65729,1,0,0,0.00,0.00
11580,0,,0,,
90213,0,,0,,
15452,0,,2,,
120230,0,,2,,
124993,1,1,2,0.00,0.00
76637,0,,0,0.00,0.00
58710,0,,0,,
46996,2,1,2,,
115819,1,1,2,0.00,0.00
61762,1,1,0,,
99248,1,0,1,,
67038,0,,0,,
100575,2,1,2,,
74506,0,,0,0.00,0.00
16811,0,,0,,
86100,0,,0,0.00,0.00
20869,0,,0,,
122794,0,,0,0.00,0.00
25434,0,,0,0.00,0.00
89721,1,1,1,0.00,0.00
100329,2,0,2,,
16169,2,0,1,0.00,0.00
105353,0,,2,0.00,0.00
97790,1,1,1,0.00,0.00
77293,1,0,2,,
132769,1,1,1,0.00,0.00
63305,2,0,2,0.00,0.00
72055,0,,0,,
30570,0,,0,,
117311,1,1,0,,
33618,0,,0,,
11048,1,0,1,0.00,0.00
102745,0,,0,,
95032,0,,1,0.00,0.00
108181,2,1,2,0.00,0.00
108642,1,0,2,0.00,0.00
152930,0,,0,,
137272,1,1,0,,
151413,2,0,1,0.00,0.00
144905,0,,0,0.00,0.00
105496,0,,2,,
37550,0,,0,0.00,0.00
26209,0,,1,,
141087,2,1,1,0.00,0.00
121561,0,,0,,
98862,1,0,1,0.00,0.00
50823,1,1,0,0.00,0.00
68439,0,,0,0.00,0.00
28070,1,1,2,0.00,0.00
54177,1,1,2,0.00,0.00
56062,2,0,2,0.00,0.00
97231,1,1,0,,
65335,0,,0,0.00,0.00
35128,1,1,1,0.00,0.00
96472,1,0,0,,
55221,0,,0,0.00,0.00
31296,1,0,1,,
83544,2,1,2,,
152684,0,,0,0.00,0.00
45948,2,0,0,,
126716,0,,0,,
29896,1,1,1,0.00,0.00
52201,1,1,1,,
116670,1,1,1,0.00,0.00
98258,1,1,1,,
136007,1,1,2,,
154588,2,1,2,0.00,0.00
53134,1,1,2,0.00,0.00
14814,0,,0,,
23991,0,,0,,
43239,0,,2,0.00,0.00
148646,2,0,1,,
76975,1,1,2,0.00,0.00
3484,1,1,1,0.00,0.00
127472,0,,2,0.00,0.00
62019,0,,0,,
13626,0,,0,,
57084,0,,2,0.00,0.00
129193,0,,0,0.00,0.00
110423,1,1,2,0.00,0.00
125853,1,1,2,,
88256,1,0,1,0.00,0.00
20838,0,,0,,
117121,0,,0,,
98085,1,1,1,0.00,0.00
154567,2,1,2,0.00,0.00
106386,0,,0,0.00,0.00
138208,1,1,1,,
153546,0,,0,0.00,0.00
71655,0,,0,0.00,0.00
11904,2,0,1,0.00,0.00
64599,2,1,2,0.00,0.00
133518,2,0,2,0.00,0.00
32961,1,0,1,0.00,0.00
149975,0,,0,,
7261,1,1,1,,
41412,1,1,2,0.00,0.00
27635,1,1,2,0.00,0.00
134126,1,1,0,,
73717,1,0,0,0.00,0.00
77141,1,0,2,0.00,0.00
117687,2,0,1,,
29148,0,,0,0.00,0.00
11328,1,0,1,,
145499,0,,0,,
152184,0,,0,0.00,0.00
89287,0,,0,0.00,0.00
52422,0,,0,,
1140,0,,0,0.00,0.00
132620,1,1,1,0.00,0.00
77365,0,,0,,
35890,0,,0,,
129315,0,,0,0.00,0.00
99134,1,0,0,0.00,0.00
80999,0,,1,0.00,0.00
17871,0,,0,,
152219,0,,0,0.00,0.00
121438,0,,0,,
81957,1,1,2,0.00,0.00
112250,0,,0,,
60992,1,1,1,,
13661,0,,0,,
2811,0,,0,,
56820,0,,0,0.00,0.00
108057,2,1,2,,
32952,1,0,1,0.00,0.00
444,0,,0,0.00,0.00
83193,2,1,2,0.00,0.00
133673,1,1,2,0.00,0.00
90952,1,1,0,,
144720,0,,0,,
45957,2,0,0,,
100776,0,,0,0.00,0.00
51,0,,0,0.00,0.00
101577,1,1,1,,
65525,1,0,1,0.00,0.00
51639,1,0,1,0.00,0.00
13752,0,,0,,
60457,1,1,1,0.00,0.00
72023,2,0,0,,
32495,2,0,0,,
77183,1,0,2,0.00,0.00
68876,0,,0,0.00,0.00
38530,1,0,0,0.00,0.00
31985,2,0,0,0.00,0.00
84208,1,0,2,0.00,0.00
24335,0,,0,0.00,0.00
25189,0,,0,,
153933,0,,0,,
58021,0,,1,0.00,0.00
116932,0,,0,0.00,0.00
16670,2,0,2,,
58738,0,,0,,
118483,0,,0,,
128859,0,,0,,
113618,1,0,1,0.00,0.00
148862,2,1,1,,
89941,0,,0,,
102860,0,,0,0.00,0.00
74229,0,,0,,
127017,0,,0,0.00,0.00
75562,0,,0,,
80732,0,,0,,
30007,1,0,0,0.00,0.00
127823,0,,0,,
1997,0,,0,,
95564,0,,0,0.00,0.00
14685,0,,0,,
148595,2,0,1,,
99184,1,0,1,0.00,0.00
126580,0,,0,,
3848,1,1,1,,
80391,0,,1,,
55435,0,,0,,
95573,0,,0,0.00,0.00
33990,1,0,0,0.00,0.00
133464,2,0,1,0.00,0.00
31718,0,,1,,
100953,0,,2,0.00,0.00
94457,0,,0,,
70076,2,0,2,0.00,0.00
139492,0,,0,,
65635,1,0,1,0.00,0.00
42564,0,,1,0.00,0.00
23154,1,1,2,,
68417,0,,0,,
58099,0,,2,0.00,0.00
89865,0,,0,,
21456,1,0,2,0.00,0.00
139439,0,,0,,
102501,0,,0,,
116764,1,1,1,0.00,0.00
62828,0,,0,,
56516,2,0,2,,
110410,1,1,2,0.00,0.00
123639,0,,2,,
148164,2,0,2,0.00,0.00
16410,2,0,1,0.00,0.00
47233,2,1,2,,
122049,0,,2,0.00,0.00
127386,0,,2,0.00,0.00
60413,1,1,2,0.00,0.00
107479,1,0,2,0.00,0.00
98796,1,0,1,0.00,0.00
17612,0,,1,,
121983,0,,0,0.00,0.00
120549,0,,0,,
151650,2,0,1,0.00,0.00
53877,1,1,2,0.00,0.00
99597,1,0,1,,
113445,0,,0,0.00,0.00
55069,0,,2,0.00,0.00
115267,0,,0,,
53511,1,1,2,,
89468,1,1,1,0.00,0.00
78190,1,0,1,0.00,0.00
93266,0,,0,,
32243,2,0,0,0.00,0.00
24250,0,,0,,
114960,0,,0,0.00,0.00
111963,1,1,0,,
61175,2,1,1,0.00,0.00
3213,0,,0,0.00,0.00
149726,1,1,2,,
101981,0,,0,0.00,0.00
108193,2,1,2,0.00,0.00
75425,0,,0,,
97941,1,1,1,0.00,0.00
134426,0,,1,0.00,0.00
84376,1,0,1,0.00,0.00
136738,1,1,2,0.00,0.00
96614,0,,0,0.00,0.00
138409,0,,0,,
77343,1,0,2,,
44803,2,1,2,,
52054,1,1,1,0.00,0.00
52070,1,1,1,0.00,0.00
123208,1,1,2,0.00,0.00
117419,1,1,0,,
41189,1,1,2,0.00,0.00
95061,1,1,2,0.00,0.00
148799,2,0,1,,
139131,0,,0,,
123754,0,,0,,
47975,0,,0,,
52912,1,1,2,0.00,0.00
152736,0,,0,,
130385,2,0,2,4777210660.98,540164027.70
26218,0,,1,,
93317,0,,0,,
65449,1,0,1,0.00,0.00
60192,1,1,2,0.00,0.00
11607,0,,0,,
106501,0,,2,0.00,0.00
86438,2,0,2,0.00,0.00
102890,0,,0,0.00,0.00
149670,1,1,2,,
10374,0,,0,,
560,1,0,0,0.00,0.00
131047,2,1,,,
10291,1,1,2,,
33537,0,,0,,
85276,1,1,1,0.00,0.00
61846,0,,0,,
69563,0,,0,0.00,0.00
100328,2,0,2,,
31811,0,,0,0.00,0.00
131196,0,,0,0.00,0.00
27086,0,,0,,
1544,0,,0,0.00,0.00
149095,0,,2,0.00,0.00
16252,2,0,1,0.00,0.00
95000,1,1,2,0.00,0.00
53162,1,1,2,0.00,0.00
9683,2,1,0,0.00,0.00
126773,0,,0,,
127700,0,,0,,
99619,1,0,1,,
44928,2,1,2,,
144256,1,1,0,0.00,0.00
50729,1,1,0,0.00,0.00
72935,0,,2,0.00,0.00
149735,1,1,2,,
63152,0,,0,0.00,0.00
52828,1,1,2,0.00,0.00
153232,0,,0,0.00,0.00
150130,0,,2,0.00,0.00
106015,0,,0,0.00,0.00
71521,2,0,0,0.00,0.00
44907,2,1,2,,
77486,1,0,2,,
104236,0,,0,,
88337,1,1,2,0.00,0.00
57391,0,,0,,
139419,0,,0,,
28669,1,0,2,0.00,0.00
135206,0,,0,,
109322,0,,2,0.00,0.00
48670,1,1,1,0.00,0.00
119937,1,1,2,0.00,0.00
13384,1,1,1,,
26272,0,,1,,
66162,0,,0,,
89246,0,,0,0.00,0.00
97288,1,1,0,,
1491,0,,0,0.00,0.00
86180,2,1,2,0.00,0.00
143245,1,1,2,0.00,0.00
121261,0,,0,,
28330,1,1,2,,
65877,0,,2,,
99872,1,0,2,0.00,0.00
60773,0,,0,,
109402,0,,2,0.00,0.00
87652,2,1,1,0.00,0.00
47914,0,,0,0.00,0.00
123406,2,1,2,,
103024,0,,0,0.00,0.00
88878,1,1,2,,
91500,2,1,2,0.00,0.00
117452,1,1,0,,
108717,1,0,0,,
29942,1,1,1,0.00,0.00
106817,0,,0,,
51301,0,,0,,
16532,2,0,2,,
121222,0,,0,0.00,0.00
51803,0,,2,0.00,0.00
8666,2,0,2,0.00,0.00
149592,1,1,0,,
16763,0,,0,,
62531,1,1,0,0.00,0.00
132641,1,1,1,0.00,0.00
124797,0,,0,,
49920,2,1,0,0.00,0.00
42306,1,1,1,0.00,0.00
117736,2,0,1,,
103809,0,,0,,
130245,2,0,2,0.00,0.00
99323,1,0,1,,
115770,1,1,2,0.00,0.00
70433,2,1,2,,
96143,1,0,0,,
43412,0,,2,0.00,0.00
114216,1,0,1,,
92819,0,,0,0.00,0.00
82070,0,,2,0.00,0.00
131784,2,0,0,,
146601,2,1,0,,
80843,0,,0,0.00,0.00
7747,1,1,2,0.00,0.00
153689,0,,0,0.00,0.00
70387,2,1,2,,
16267,2,0,1,0.00,0.00
137609,1,1,2,0.00,0.00
118788,0,,0,0.00,0.00
43431,0,,2,0.00,0.00
27476,0,,0,,
105497,0,,2,,
34432,1,0,2,0.00,0.00
97998,1,1,1,0.00,0.00
63760,0,,1,,
93460,0,,0,0.00,0.00
126129,0,,1,0.00,0.00
109795,0,,0,,
58497,0,,0,,
134793,2,1,1,0.00,0.00
48361,0,,0,0.00,0.00
96210,0,,0,,
108053,0,,0,0.00,0.00
31406,1,0,1,,
53268,1,1,2,,
72404,0,,0,0.00,0.00
102274,1,0,0,0.00,0.00
103247,0,,0,0.00,0.00
19860,0,,0,,
16411,2,0,1,0.00,0.00
6409,0,,0,0.00,0.00
15785,0,,0,,
31067,2,0,1,0.00,0.00
76089,1,1,2,0.00,0.00
70278,2,0,2,,
130415,2,1,1,0.00,0.00
58262,0,,0,0.00,0.00
83410,2,1,2,0.00,0.00
55031,0,,2,0.00,0.00
122689,0,,0,,
113946,1,0,1,0.00,0.00
39974,1,1,0,,
58190,0,,0,0.00,0.00
121530,0,,0,,
39385,1,1,2,0.00,0.00
133463,2,0,1,0.00,0.00
124804,0,,0,,
47435,1,0,0,0.00,0.00
101275,0,,1,0.00,0.00
111561,1,1,2,0.00,0.00
56364,2,0,2,,
93207,0,,0,,
23472,1,1,0,0.00,0.00
107548,2,1,1,0.00,0.00
30352,0,,0,,
61840,0,,0,,
20316,0,,0,0.00,0.00
136731,1,1,2,0.00,0.00
94336,0,,0,,
146508,2,1,0,,
33176,2,1,2,0.00,0.00
70277,2,0,2,,
154964,2,1,2,,
10427,0,,0,,
132403,1,1,2,0.00,0.00
88323,1,1,1,0.00,0.00
95153,1,1,2,,
41361,1,1,1,0.00,0.00
4643,2,1,2,0.00,0.00
2815,0,,0,,
98998,1,0,1,0.00,0.00
25264,0,,0,,
103554,0,,0,,
95992,1,0,0,0.00,0.00
75244,1,1,1,,
63404,2,0,2,0.00,0.00
41092,1,1,2,0.00,0.00
1187,0,,1,0.00,0.00
141323,2,1,2,,
148998,0,,0,0.00,0.00
123041,2,1,1,0.00,0.00
75800,2,1,2,0.00,0.00
137279,1,1,0,,
26644,1,0,2,0.00,0.00
87219,2,1,2,0.00,0.00
154919,2,1,2,,
128225,1,0,0,0.00,0.00
34906,1,0,2,,
112423,2,1,0,0.00,0.00
132590,1,1,1,0.00,0.00
127556,0,,2,0.00,0.00
70301,2,1,2,,
58520,0,,0,,
112587,0,,0,0.00,0.00
95503,1,1,2,,
112061,1,1,0,,
29597,0,,0,,
151254,2,0,1,0.00,0.00
83906,0,,0,,
36196,1,0,1,0.00,0.00
133285,1,1,2,,
64756,2,1,2,0.00,0.00
135354,0,,0,,
126104,0,,1,0.00,0.00
110183,0,,0,,
86521,2,0,2,0.00,0.00
44178,2,1,2,0.00,0.00
127974,0,,0,,
39422,1,1,2,0.00,0.00
90425,1,0,1,0.00,0.00
151046,0,,0,,
109772,0,,0,,
58591,0,,0,,
124973,1,1,2,0.00,0.00
54312,1,1,2,,
150346,1,0,2,0.00,0.00
86050,0,,0,,
39523,1,1,2,0.00,0.00
110679,1,1,2,0.00,0.00
87086,0,,0,,
98633,1,1,1,,
138703,1,0,1,0.00,0.00
16473,2,0,2,,
13929,0,,0,0.00,0.00
131477,2,0,0,0.00,0.00
47325,0,,0,0.00,0.00
17610,0,,1,,
81503,1,0,1,,
80752,0,,0,,
94700,1,1,1,0.00,0.00
142343,0,,0,,
62373,1,1,2,0.00,0.00
69378,0,,0,,
57475,0,,0,,
1183,0,,0,0.00,0.00
102942,0,,0,0.00,0.00
46772,2,0,0,0.00,0.00
95691,2,0,0,0.00,0.00
81415,1,0,1,,
143197,1,1,2,0.00,0.00
92306,2,1,2,,
109326,0,,2,0.00,0.00
31880,2,0,1,108000000.00,0.00
143720,0,,0,0.00,0.00
151946,0,,0,,
118588,0,,0,0.00,0.00
89043,1,1,1,,
120685,0,,0,0.00,0.00
153371,1,1,2,0.00,0.00
34671,1,0,2,,
86919,2,1,2,,
94553,0,,0,0.00,0.00
122083,0,,0,0.00,0.00
116765,1,1,1,0.00,0.00
76406,1,1,2,,
87524,2,1,1,0.00,0.00
98048,1,1,1,0.00,0.00
67116,0,,0,,
41943,0,,0,,
51125,0,,0,,
12846,0,,0,0.00,0.00
18203,1,1,0,0.00,0.00
99239,1,0,1,0.00,0.00
116984,0,,0,0.00,0.00
12569,0,,0,,
32133,2,0,0,0.00,0.00
19610,1,1,1,0.00,0.00
64293,2,1,2,0.00,0.00
128146,1,0,0,0.00,0.00
152650,1,1,0,0.00,0.00
81811,2,1,2,,
144168,1,1,0,0.00,0.00
100869,0,,2,0.00,0.00
139256,0,,0,,
138750,0,,1,0.00,0.00
92065,0,,0,0.00,0.00
16310,2,0,1,0.00,0.00
3270,1,0,1,0.00,0.00
119240,1,0,2,,
89083,1,1,1,,
98131,1,1,1,0.00,0.00
128596,0,,0,0.00,0.00
4708,0,,0,0.00,0.00
48704,0,,0,0.00,0.00
49077,0,,0,,
69600,1,1,1,0.00,0.00
98936,1,0,1,0.00,0.00
72019,2,0,0,,
52323,0,,0,,
38494,0,,1,0.00,0.00
27973,1,1,2,0.00,0.00
131003,2,1,0,,
97166,1,1,0,,
12240,2,1,1,0.00,0.00
90322,0,,0,0.00,0.00
86962,2,1,0,,
76094,1,1,2,0.00,0.00
154140,0,,0,,
19422,0,,0,0.00,0.00
136911,1,1,2,0.00,0.00
150976,0,,0,,
122347,0,,0,,
8412,0,,0,,
117586,2,0,1,,
58092,0,,2,0.00,0.00
29404,0,,0,,
137592,1,1,2,0.00,0.00
50663,1,1,0,0.00,0.00
51558,0,,0,0.00,0.00
48087,0,,0,,
37359,0,,0,0.00,0.00
139734,0,,2,0.00,0.00
133975,1,1,0,,
81949,1,1,2,0.00,0.00
127216,0,,2,0.00,0.00
124746,0,,0,,
145374,0,,0,0.00,0.00
82146,0,,2,0.00,0.00
92589,1,0,1,0.00,0.00
88511,1,1,2,0.00,0.00
10933,1,0,1,0.00,0.00
109582,2,1,2,0.00,0.00
141282,2,1,2,,
117573,2,0,1,,
50837,1,1,0,0.00,0.00
1288,0,,0,0.00,0.00
76213,1,1,2,,
49046,0,,0,,
66852,0,,0,0.00,0.00
90567,1,0,1,0.00,0.00
27737,2,0,2,0.00,0.00
135757,1,1,2,0.00,0.00
118338,2,0,0,,
14319,0,,2,0.00,0.00
34483,1,0,2,,
30398,0,,0,,
102758,0,,0,,
96996,0,,0,0.00,0.00
8794,2,1,2,0.00,0.00
76155,1,1,2,0.00,0.00
151422,2,0,1,0.00,0.00
136481,0,,0,0.00,0.00
59540,2,1,1,,
54935,0,,1,0.00,0.00
122974,2,1,1,0.00,0.00
110343,1,1,2,0.00,0.00
4908,0,,0,0.00,0.00
50286,0,,0,,
86169,2,1,2,0.00,0.00
17752,0,,0,,
37979,0,,0,,
11261,1,0,1,,
145967,2,0,0,0.00,0.00
42739,0,,1,,
42634,0,,1,,
83991,0,,0,0.00,0.00
1818,0,,0,,
129526,0,,0,0.00,0.00
55352,0,,0,,
22239,0,,0,0.00,0.00
741,1,1,0,,
102075,0,,0,0.00,0.00
1573,0,,0,0.00,0.00
72634,1,0,2,0.00,0.00
154376,2,1,2,0.00,0.00
127632,0,,0,,
59656,1,1,1,,
135731,1,1,2,0.00,0.00
148255,2,0,2,0.00,0.00
125061,1,1,2,0.00,0.00
146781,0,,0,,
139839,0,,2,0.00,0.00
35037,0,,1,0.00,0.00
67432,0,,0,0.00,0.00
152056,0,,0,,
71884,2,0,0,0.00,0.00
18672,0,,0,,
60548,1,1,2,0.00,0.00
22329,2,0,0,0.00,0.00
85800,0,,0,,
37715,0,,1,,
35458,0,,2,0.00,0.00
81440,1,0,1,,
103910,0,,0,0.00,0.00
39967,0,,0,,
4514,2,1,2,0.00,0.00
61298,2,1,0,0.00,0.00
28705,1,0,2,0.00,0.00
148916,0,,0,,
116300,0,,0,0.00,0.00
22474,2,0,1,0.00,0.00
8673,2,0,2,0.00,0.00
21642,1,1,2,0.00,0.00
8031,0,,0,,
111384,1,1,2,0.00,0.00
61505,2,1,0,0.00,0.00
2326,1,1,0,0.00,0.00
54078,1,1,2,0.00,0.00
39886,1,1,2,,
118965,1,1,2,0.00,0.00
123064,2,1,0,0.00,0.00
95332,1,1,2,,
56481,2,0,2,,
85573,1,0,1,0.00,0.00
109897,1,1,1,,
135017,0,,0,,
99439,1,1,1,,
43041,0,,0,,
143088,1,1,2,0.00,0.00
138307,1,1,0,,
54159,1,1,2,0.00,0.00
47717,1,0,0,0.00,0.00
83840,0,,0,,
83471,2,1,2,0.00,0.00
71514,2,0,0,0.00,0.00
96353,0,,0,,
8272,0,,0,,
956,0,,0,,
36092,0,,0,0.00,0.00
13374,1,1,1,,
2014,0,,0,,
12683,0,,0,,
56844,2,0,0,0.00,0.00
133681,1,1,2,0.00,0.00
118865,1,1,2,0.00,0.00
129585,0,,0,0.00,0.00
4478,2,1,2,0.00,0.00
907,0,,0,,
48209,0,,0,0.00,0.00
51886,0,,2,0.00,0.00
132917,1,0,1,,
7451,0,,0,0.00,0.00
131472,2,0,0,0.00,0.00
105029,0,,0,0.00,0.00
54317,1,1,2,,
39105,0,,0,,
6134,0,,0,,
146229,2,0,1,0.00,0.00
235,1,0,2,0.00,0.00
114892,1,1,0,0.00,0.00
151892,0,,0,,
98040,1,1,1,0.00,0.00
80985,0,,1,0.00,0.00
69006,0,,1,0.00,0.00
54450,1,1,0,,
86018,0,,0,,
141706,0,,0,0.00,0.00
84439,1,0,1,0.00,0.00
24188,0,,0,,
111897,1,0,0,,
57282,2,1,2,0.00,0.00
126086,0,,1,0.00,0.00
63689,0,,1,0.00,0.00
15158,0,,2,0.00,0.00
82152,0,,2,0.00,0.00
57612,2,1,1,,
113937,1,0,1,0.00,0.00
3990,1,1,1,,
151457,0,,0,,
101746,1,1,1,,
127870,0,,0,,
153411,1,1,2,0.00,0.00
52310,0,,0,,
96044,1,0,0,0.00,0.00
73924,0,,0,0.00,0.00
153800,1,1,1,,
69343,0,,0,,
4154,0,,0,,
3546,1,1,1,0.00,0.00
56724,0,,0,,
72904,1,0,2,0.00,0.00
66920,0,,0,,
34658,1,0,2,,
31134,2,0,1,0.00,0.00
111491,1,1,2,0.00,0.00
90177,0,,0,,
94184,0,,0,,
103277,0,,0,0.00,0.00
96880,0,,0,0.00,0.00
67824,0,,0,0.00,0.00
105996,0,,0,,
73299,1,0,2,,
76771,2,0,2,0.00,0.00
80517,2,0,2,,
43421,0,,2,0.00,0.00
111696,1,1,1,0.00,0.00
97006,0,,0,0.00,0.00
63740,0,,1,,
57531,0,,0,0.00,0.00
18439,0,,0,0.00,0.00
114771,1,1,1,0.00,0.00
128283,2,0,1,0.00,0.00
141693,0,,0,0.00,0.00
139757,0,,2,0.00,0.00
125625,1,1,2,,
141086,2,1,1,0.00,0.00
116658,1,1,1,0.00,0.00
26341,0,,0,,
93314,0,,0,,
54052,1,1,2,0.00,0.00
95489,1,1,2,,
3344,1,1,2,0.00,0.00
132352,1,1,2,0.00,0.00
91392,0,,2,0.00,0.00
92458,1,0,0,1300000000.00,0.00
133691,1,1,2,0.00,0.00
134680,2,1,1,0.00,0.00
77993,1,0,1,0.00,0.00
34207,1,0,2,0.00,0.00
29353,0,,0,,
91561,2,1,2,0.00,0.00
109072,0,,0,0.00,0.00
89815,0,,0,0.00,0.00
137825,1,1,1,0.00,0.00
66974,0,,0,,
64648,2,1,2,0.00,0.00
139934,0,,2,0.00,0.00
121327,0,,0,,
136650,1,1,2,0.00,0.00
76104,1,1,2,0.00,0.00
123346,2,1,2,0.00,0.00
32134,2,0,0,0.00,0.00
46422,2,0,0,0.00,0.00
154030,0,,0,,
60397,1,1,2,0.00,0.00
118882,1,1,2,0.00,0.00
70251,2,0,2,,
7990,0,,0,0.00,0.00
121903,0,,1,0.00,0.00
94528,0,,0,0.00,0.00
84782,1,0,1,,
35541,1,1,2,0.00,0.00
141991,1,1,2,0.00,0.00
21224,1,1,0,0.00,0.00
15678,0,,0,,
113179,1,1,0,,
85891,0,,0,,
18188,1,1,1,0.00,0.00
63701,0,,1,0.00,0.00
115356,0,,0,,
6609,1,1,2,0.00,0.00
64835,2,1,2,,
130350,2,0,2,0.00,0.00
55014,0,,0,0.00,0.00
152062,0,,0,,
22468,2,0,1,0.00,0.00
23547,1,1,0,0.00,0.00
153480,1,1,2,0.00,0.00
138834,1,1,2,0.00,0.00
113750,1,0,1,0.00,0.00
101065,0,,2,0.00,0.00
16869,0,,0,,
78851,0,,1,0.00,0.00
104440,0,,0,,
4156,0,,0,,
128873,0,,0,,
113667,1,0,1,0.00,0.00
81838,2,1,2,,
141922,1,1,2,0.00,0.00
